Row_ID,Order_ID,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Days,Order_Date,Ship_Date,Season,Profit_Margin
2251,US-2024-113110,"Standard Class",BK-11260,"Berenike Kampe",Consumer,"United States","San Bernardino",California,92404,West,OFF-BI-10000088,"Office Supplies",Binders,"GBC Imprintable Covers",17.57,2,0.20,6.37,4,2024-03-19,2024-03-23,Spring,0.3625
2252,US-2024-149993,"First Class",GA-14725,"Guy Armstrong",Consumer,"United States",Lancaster,California,93534,West,OFF-FA-10001561,"Office Supplies",Fasteners,"Stockwell Push Pins",10.90,5,0.00,3.60,1,2024-03-19,2024-03-20,Spring,0.3303
2253,US-2024-113110,"Standard Class",BK-11260,"Berenike Kampe",Consumer,"United States","San Bernardino",California,92404,West,OFF-LA-10000240,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal",14.62,2,0.00,6.87,4,2024-03-19,2024-03-23,Spring,0.4699
2254,US-2024-168088,"First Class",CM-12655,"Corinna Mitchell","Home Office","United States",Houston,Texas,77041,Central,OFF-PA-10000675,"Office Supplies",Paper,"Xerox 1919",65.58,2,0.20,23.77,3,2024-03-19,2024-03-22,Spring,0.3625
2255,US-2024-143532,"Standard Class",DC-12850,"Dan Campbell",Consumer,"United States","North Miami",Florida,33161,South,OFF-PA-10001560,"Office Supplies",Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.50,3,0.20,4.89,5,2024-03-19,2024-03-24,Spring,0.3372
2256,US-2024-163104,"Standard Class",MC-18130,"Mike Caudle",Corporate,"United States","Los Angeles",California,90004,West,OFF-PA-10001947,"Office Supplies",Paper,"Xerox 1974",11.96,2,0.00,5.86,7,2024-03-19,2024-03-26,Spring,0.4900
2257,US-2024-113110,"Standard Class",BK-11260,"Berenike Kampe",Consumer,"United States","San Bernardino",California,92404,West,OFF-PA-10002749,"Office Supplies",Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.00,19.67,4,2024-03-19,2024-03-23,Spring,0.4900
2258,US-2024-111829,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,98115,West,OFF-PA-10004359,"Office Supplies",Paper,"Multicolor Computer Printout Paper",209.70,2,0.00,100.66,1,2024-03-19,2024-03-20,Spring,0.4800
2259,US-2024-111829,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,98115,West,OFF-ST-10000142,"Office Supplies",Storage,"Deluxe Rollaway Locking File with Drawer",1247.64,3,0.00,349.34,1,2024-03-19,2024-03-20,Spring,0.2800
2260,US-2024-113110,"Standard Class",BK-11260,"Berenike Kampe",Consumer,"United States","San Bernardino",California,92404,West,OFF-SU-10001165,"Office Supplies",Supplies,"Acme Elite Stainless Steel Scissors",33.36,4,0.00,8.67,4,2024-03-19,2024-03-23,Spring,0.2599
2261,US-2024-111829,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,"Canon PC940 Copier",3149.93,7,0.00,1480.47,1,2024-03-19,2024-03-20,Spring,0.4700
2262,US-2024-132101,"Standard Class",JO-15550,"Jesus Ocampo","Home Office","United States",Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Booster",453.58,3,0.20,39.69,6,2024-03-19,2024-03-25,Spring,0.0875
2263,US-2024-127607,"Standard Class",JK-15730,"Joe Kamberova",Consumer,"United States",Carrollton,Texas,75007,Central,OFF-BI-10001308,"Office Supplies",Binders,"GBC Standard Plastic Binding Systems' Combs",2.51,2,0.80,-4.40,6,2024-03-20,2024-03-26,Spring,-1.7530
2264,US-2024-159534,"First Class",DH-13075,"Dave Hallsten",Corporate,"United States","New York City","New York",10035,East,OFF-BI-10003656,"Office Supplies",Binders,"Fellowes PB200 Plastic Comb Binding Machine",1087.94,8,0.20,353.58,3,2024-03-20,2024-03-23,Spring,0.3250
2265,US-2024-159534,"First Class",DH-13075,"Dave Hallsten",Corporate,"United States","New York City","New York",10035,East,OFF-BI-10003982,"Office Supplies",Binders,"Wilson Jones Century Plastic Molded Ring Binders",49.85,3,0.20,16.82,3,2024-03-20,2024-03-23,Spring,0.3374
2266,US-2024-159534,"First Class",DH-13075,"Dave Hallsten",Corporate,"United States","New York City","New York",10035,East,OFF-EN-10004386,"Office Supplies",Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,1,0.00,12.00,3,2024-03-20,2024-03-23,Spring,0.5002
2267,US-2024-127607,"Standard Class",JK-15730,"Joe Kamberova",Consumer,"United States",Carrollton,Texas,75007,Central,OFF-FA-10003485,"Office Supplies",Fasteners,Staples,18.86,9,0.20,6.13,6,2024-03-20,2024-03-26,Spring,0.3250
2268,US-2024-106565,"First Class",BW-11110,"Bart Watters",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,"Office Supplies",Paper,"Xerox 205",51.84,8,0.00,24.88,3,2024-03-20,2024-03-23,Spring,0.4799
2269,US-2024-159534,"First Class",DH-13075,"Dave Hallsten",Corporate,"United States","New York City","New York",10035,East,OFF-ST-10001172,"Office Supplies",Storage,"Tennsco Lockers, Sand",83.92,4,0.00,20.14,3,2024-03-20,2024-03-23,Spring,0.2400
2270,US-2024-165813,"Second Class",BM-11785,"Bryan Mills",Consumer,"United States",Salem,Oregon,97301,West,OFF-ST-10004258,"Office Supplies",Storage,"Portable Personal File Box",29.30,3,0.20,2.56,2,2024-03-20,2024-03-22,Spring,0.0874
2271,US-2024-159534,"First Class",DH-13075,"Dave Hallsten",Corporate,"United States","New York City","New York",10035,East,TEC-PH-10002310,Technology,Phones,"Panasonic KX T7731-B Digital phone",199.98,2,0.00,53.99,3,2024-03-20,2024-03-23,Spring,0.2700
2272,US-2024-120621,"Standard Class",JW-16075,"Julia West",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-AP-10002945,"Office Supplies",Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",962.08,4,0.20,156.34,5,2024-03-21,2024-03-26,Spring,0.1625
2273,US-2024-120621,"Standard Class",JW-16075,"Julia West",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-BI-10000948,"Office Supplies",Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.84,3,0.70,-9.85,5,2024-03-21,2024-03-26,Spring,-0.7671
2274,US-2024-120621,"Standard Class",JW-16075,"Julia West",Consumer,"United States",Jacksonville,"North Carolina",28540,South,OFF-PA-10002254,"Office Supplies",Paper,"Xerox 1883",295.46,14,0.20,96.02,5,2024-03-21,2024-03-26,Spring,0.3250
2275,CA-2024-150547,"Standard Class",FG-14260,"Frank Gastineau","Home Office",Canada,Montreal,Quebec,H1A,East,OFF-BI-10001071,"Office Supplies",Binders,"GBC ProClick Punch Binding System",9.48,1,0.00,3.79,5,2024-03-21,2024-03-26,Spring,0.3998
2276,US-2024-163279,"Standard Class",JD-16150,"Justin Deggeller",Corporate,"United States","San Diego",California,92037,West,FUR-FU-10000747,Furniture,Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",91.96,2,0.00,15.63,4,2024-03-22,2024-03-26,Spring,0.1700
2277,US-2024-121552,"Standard Class",FW-14395,"Fred Wasserman",Corporate,"United States",Huntsville,Alabama,35810,South,OFF-AR-10003217,"Office Supplies",Art,"Newell 316",19.56,4,0.00,5.48,5,2024-03-22,2024-03-27,Spring,0.2802
2278,US-2024-157812,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,OFF-BI-10000285,"Office Supplies",Binders,"XtraLife ClearVue Slant-D Ring Binders by Cardinal",14.11,9,0.80,-21.17,4,2024-03-22,2024-03-26,Spring,-1.5004
2279,US-2024-163279,"Standard Class",JD-16150,"Justin Deggeller",Corporate,"United States","San Diego",California,92037,West,OFF-PA-10003127,"Office Supplies",Paper,"Easy-staple paper",105.52,4,0.00,48.54,4,2024-03-22,2024-03-26,Spring,0.4600
2280,US-2024-157812,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,OFF-ST-10000736,"Office Supplies",Storage,"Carina Double Wide Media Storage Towers in Natural & Black",129.57,2,0.20,-25.91,4,2024-03-22,2024-03-26,Spring,-0.2000
2281,US-2024-117884,"Same Day",DC-13285,"Debra Catini",Consumer,"United States",Plantation,Florida,33317,South,OFF-ST-10002182,"Office Supplies",Storage,"Iris 3-Drawer Stacking Bin, Black",150.41,9,0.20,-33.84,0,2024-03-22,2024-03-22,Spring,-0.2250
2282,US-2024-157812,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.39,1,0.20,5.29,4,2024-03-22,2024-03-26,Spring,0.2877
2283,US-2024-117884,"Same Day",DC-13285,"Debra Catini",Consumer,"United States",Plantation,Florida,33317,South,TEC-AC-10002567,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",447.94,7,0.20,89.59,0,2024-03-22,2024-03-22,Spring,0.2000
2284,US-2024-163440,"First Class",RD-19900,"Ruben Dartt",Consumer,"United States","Thousand Oaks",California,91360,West,TEC-PH-10000376,Technology,Phones,"Square Credit Card Reader",15.98,2,0.20,1.20,2,2024-03-22,2024-03-24,Spring,0.0751
2285,US-2024-163279,"Standard Class",JD-16150,"Justin Deggeller",Corporate,"United States","San Diego",California,92037,West,TEC-PH-10001795,Technology,Phones,"ClearOne CHATAttach 160 - speaker phone",1487.98,3,0.20,186.00,4,2024-03-22,2024-03-26,Spring,0.1250
2286,US-2024-125374,"Standard Class",JD-16060,"Julia Dunbar",Consumer,"United States",Houston,Texas,77095,Central,FUR-CH-10003396,Furniture,Chairs,"Global Deluxe Steno Chair",107.77,2,0.30,-29.25,6,2024-03-23,2024-03-29,Spring,-0.2714
2287,US-2024-130218,"First Class",SG-20470,"Sheri Gordon",Consumer,"United States",Florence,"South Carolina",29501,South,OFF-FA-10003112,"Office Supplies",Fasteners,Staples,31.56,4,0.00,14.20,3,2024-03-23,2024-03-26,Spring,0.4499
2288,US-2024-138219,"Standard Class",BP-11095,"Bart Pistole",Corporate,"United States","Los Angeles",California,90049,West,OFF-PA-10000380,"Office Supplies",Paper,"REDIFORM Incoming/Outgoing Call Register, 11" X 8 1/2", 100 Messages",33.36,4,0.00,16.68,7,2024-03-23,2024-03-30,Spring,0.5000
2289,US-2024-107944,"First Class",AM-10360,"Alice McCarthy",Corporate,"United States","Los Angeles",California,90008,West,OFF-PA-10000659,"Office Supplies",Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72,11,0.00,92.51,2,2024-03-23,2024-03-25,Spring,0.4800
2290,US-2024-130218,"First Class",SG-20470,"Sheri Gordon",Consumer,"United States",Florence,"South Carolina",29501,South,OFF-ST-10002486,"Office Supplies",Storage,"Eldon Shelf Savers Cubes and Bins",27.92,4,0.00,0.56,3,2024-03-23,2024-03-26,Spring,0.0201
2291,US-2024-107944,"First Class",AM-10360,"Alice McCarthy",Corporate,"United States","Los Angeles",California,90008,West,TEC-AC-10000736,Technology,Accessories,"Logitech G600 MMO Gaming Mouse",239.97,3,0.00,86.39,2,2024-03-23,2024-03-25,Spring,0.3600
2292,US-2024-118423,"First Class",DP-13390,"Dennis Pardue","Home Office","United States",Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,"Sauder Inglewood Library Bookcases",359.06,3,0.30,-35.91,3,2024-03-24,2024-03-27,Spring,-0.1000
2293,US-2024-145457,"Second Class",CP-12085,"Cathy Prescott",Corporate,"United States",Covington,Washington,98042,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.90,5,0.00,13.13,3,2024-03-24,2024-03-27,Spring,0.2800
2294,US-2024-112508,"Standard Class",BP-11185,"Ben Peterman",Corporate,"United States","Coral Springs",Florida,33065,South,OFF-AP-10002287,"Office Supplies",Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.99,2,0.20,0.52,6,2024-03-24,2024-03-30,Spring,0.0744
2295,US-2024-164301,"Standard Class",EB-13840,"Ellis Ballard",Corporate,"United States",Seattle,Washington,98103,West,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",3393.68,8,0.00,610.86,4,2024-03-26,2024-03-30,Spring,0.1800
2296,US-2024-116981,"Second Class",SM-20950,"Suzanne McNair",Corporate,"United States","New York City","New York",10009,East,OFF-AP-10000595,"Office Supplies",Appliances,"Disposable Triple-Filter Dust Bags",13.11,3,0.00,3.41,2,2024-03-26,2024-03-28,Spring,0.2601
2297,US-2024-103793,"Standard Class",BV-11245,"Benjamin Venier",Corporate,"United States",Miami,Florida,33142,South,OFF-PA-10001125,"Office Supplies",Paper,"Xerox 1988",74.35,3,0.20,23.24,5,2024-03-26,2024-03-31,Spring,0.3126
2298,US-2024-167374,"Second Class",GM-14500,"Gene McClure",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-PA-10001950,"Office Supplies",Paper,"Southworth 25% Cotton Antique Laid Paper & Envelopes",40.03,6,0.20,12.51,4,2024-03-26,2024-03-30,Spring,0.3125
2299,US-2024-116981,"Second Class",SM-20950,"Suzanne McNair",Corporate,"United States","New York City","New York",10009,East,OFF-ST-10002615,"Office Supplies",Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0.00,282.21,2,2024-03-26,2024-03-28,Spring,0.2600
2300,US-2024-167374,"Second Class",GM-14500,"Gene McClure",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.78,3,0.20,5.03,4,2024-03-26,2024-03-30,Spring,0.2998
2301,US-2024-132948,"Standard Class",MV-17485,"Mark Van Huff",Consumer,"United States",Seattle,Washington,98115,West,OFF-ST-10000636,"Office Supplies",Storage,"Rogers Profile Extra Capacity Storage Tub",83.70,5,0.00,3.35,7,2024-03-27,2024-04-03,Spring,0.0400
2302,US-2024-133536,"Second Class",JH-15820,"John Huston",Consumer,"United States","New York City","New York",10009,East,OFF-EN-10004459,"Office Supplies",Envelopes,"Security-Tint Envelopes",22.92,3,0.00,11.23,2,2024-03-28,2024-03-30,Spring,0.4900
2303,US-2024-135363,"Standard Class",CK-12205,"Chloris Kastensmidt",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,OFF-PA-10000533,"Office Supplies",Paper,"Southworth Parchment Paper & Envelopes",5.23,1,0.20,1.70,5,2024-03-28,2024-04-02,Spring,0.3250
2304,US-2024-131534,"Standard Class",AB-10165,"Alan Barnes",Consumer,"United States","Los Angeles",California,90036,West,OFF-PA-10000743,"Office Supplies",Paper,"Xerox 1977",33.40,5,0.00,16.03,5,2024-03-28,2024-04-02,Spring,0.4799
2305,US-2024-135363,"Standard Class",CK-12205,"Chloris Kastensmidt",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,OFF-PA-10003177,"Office Supplies",Paper,"Xerox 1999",15.55,3,0.20,5.44,5,2024-03-28,2024-04-02,Spring,0.3498
2306,US-2024-131534,"Standard Class",AB-10165,"Alan Barnes",Consumer,"United States","Los Angeles",California,90036,West,TEC-AC-10002253,Technology,Accessories,"Imation Bio 8GB USB Flash Drive Imation Corp",166.24,1,0.00,24.94,5,2024-03-28,2024-04-02,Spring,0.1500
2307,US-2024-153549,"Second Class",SL-20155,"Sara Luxemburg","Home Office","United States",Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1166.92,5,0.20,131.28,2,2024-03-29,2024-03-31,Spring,0.1125
2308,US-2024-103996,"Second Class",RB-19435,"Richard Bierner",Consumer,"United States","San Diego",California,92105,West,FUR-FU-10004586,Furniture,Furnishings,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs",19.92,3,0.00,9.56,2,2024-03-29,2024-03-31,Spring,0.4799
2309,US-2024-121272,"Standard Class",DO-13435,"Denny Ordway",Consumer,"United States",Seattle,Washington,98103,West,OFF-AP-10001947,"Office Supplies",Appliances,"Acco 6 Outlet Guardian Premium Plus Surge Suppressor",73.28,4,0.00,21.25,6,2024-03-29,2024-04-04,Spring,0.2900
2310,US-2024-150749,"Second Class",AS-10240,"Alan Shonely",Consumer,"United States",Springfield,Virginia,22153,South,OFF-AR-10003732,"Office Supplies",Art,"Newell 333",5.56,2,0.00,1.45,5,2024-03-29,2024-04-03,Spring,0.2608
2311,US-2024-103996,"Second Class",RB-19435,"Richard Bierner",Consumer,"United States","San Diego",California,92105,West,OFF-PA-10001609,"Office Supplies",Paper,"Tops Wirebound Message Log Books",9.87,3,0.00,4.54,2,2024-03-29,2024-03-31,Spring,0.4600
2312,US-2024-103996,"Second Class",RB-19435,"Richard Bierner",Consumer,"United States","San Diego",California,92105,West,OFF-PA-10001736,"Office Supplies",Paper,"Xerox 1880",212.64,6,0.00,99.94,2,2024-03-29,2024-03-31,Spring,0.4700
2313,US-2024-105361,"Standard Class",CM-12115,"Chad McGuire",Consumer,"United States","New York City","New York",10024,East,OFF-PA-10002615,"Office Supplies",Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled",17.64,4,0.00,8.11,6,2024-03-29,2024-04-04,Spring,0.4598
2314,US-2024-103996,"Second Class",RB-19435,"Richard Bierner",Consumer,"United States","San Diego",California,92105,West,TEC-AC-10003116,Technology,Accessories,"Memorex Froggy Flash Drive 8 GB",53.25,3,0.00,20.77,2,2024-03-29,2024-03-31,Spring,0.3900
2315,US-2024-104871,"Standard Class",DR-12940,"Daniel Raglin","Home Office","United States",Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.74,4,0.30,-110.02,4,2024-03-30,2024-04-03,Spring,-0.3000
2316,US-2024-121405,"Standard Class",FC-14335,"Fred Chung",Corporate,"United States",Chicago,Illinois,60610,Central,OFF-PA-10001838,"Office Supplies",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages",23.52,5,0.20,8.53,5,2024-03-30,2024-04-04,Spring,0.3627
2317,US-2024-121405,"Standard Class",FC-14335,"Fred Chung",Corporate,"United States",Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,"AT&T 17929 Lendline Telephone",180.96,5,0.20,13.57,5,2024-03-30,2024-04-04,Spring,0.0750
2318,US-2024-128125,"Standard Class",EB-13705,"Ed Braxton",Corporate,"United States",Houston,Texas,77095,Central,FUR-FU-10001085,Furniture,Furnishings,"3M Polarizing Light Filter Sleeves",22.38,3,0.60,-7.83,5,2024-03-31,2024-04-05,Spring,-0.3499
2319,US-2024-128125,"Standard Class",EB-13705,"Ed Braxton",Corporate,"United States",Houston,Texas,77095,Central,OFF-PA-10000357,"Office Supplies",Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",98.38,3,0.20,35.66,5,2024-03-31,2024-04-05,Spring,0.3625
2320,US-2024-137106,"Standard Class",SC-20260,"Scott Cohen",Corporate,"United States",Jacksonville,Florida,32216,South,TEC-PH-10000011,Technology,Phones,"PureGear Roll-On Screen Protector",79.96,5,0.20,27.99,4,2024-03-31,2024-04-04,Spring,0.3501
2321,US-2024-122140,"Standard Class",MO-17950,"Michael Oakman",Consumer,"United States",Dallas,Texas,75220,Central,OFF-AP-10001242,"Office Supplies",Appliances,"APC 7 Outlet Network SurgeArrest Surge Protector",32.19,2,0.80,-80.48,5,2024-04-02,2024-04-07,Spring,-2.5002
2322,US-2024-136378,"Standard Class",CS-11845,"Cari Sayre",Corporate,"United States",Houston,Texas,77070,Central,OFF-BI-10003707,"Office Supplies",Binders,"Aluminum Screw Posts",9.16,3,0.80,-13.73,5,2024-04-02,2024-04-07,Spring,-1.4989
2323,US-2024-122140,"Standard Class",MO-17950,"Michael Oakman",Consumer,"United States",Dallas,Texas,75220,Central,TEC-AC-10003038,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",50.12,7,0.20,-0.63,5,2024-04-02,2024-04-07,Spring,-0.0126
2324,US-2024-122140,"Standard Class",MO-17950,"Michael Oakman",Consumer,"United States",Dallas,Texas,75220,Central,TEC-AC-10003289,Technology,Accessories,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",47.98,3,0.20,1.80,5,2024-04-02,2024-04-07,Spring,0.0375
2325,US-2024-159513,"Standard Class",JD-15790,"John Dryer",Consumer,"United States","Los Angeles",California,90049,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,3,0.20,24.29,7,2024-04-02,2024-04-09,Spring,0.3375
2326,US-2024-142811,"Standard Class",JL-15850,"John Lucas",Consumer,"United States",Mesa,Arizona,85204,West,TEC-PH-10003095,Technology,Phones,"Samsung HM1900 Bluetooth Headset",87.80,5,0.20,32.93,5,2024-04-02,2024-04-07,Spring,0.3751
2327,US-2024-110667,"Standard Class",NF-18595,"Nicole Fjeld","Home Office","United States","New York City","New York",10009,East,FUR-FU-10004622,Furniture,Furnishings,"Eldon Advantage Foldable Chair Mats for Low Pile Carpets",108.40,2,0.00,22.76,4,2024-04-04,2024-04-08,Spring,0.2100
2328,US-2024-112452,"Same Day",NC-18340,"Nat Carroll",Consumer,"United States",Lansing,Michigan,48911,Central,OFF-AP-10003849,"Office Supplies",Appliances,"Hoover Shoulder Vac Commercial Portable Vacuum",644.08,2,0.10,107.35,0,2024-04-04,2024-04-04,Spring,0.1667
2329,US-2024-110667,"Standard Class",NF-18595,"Nicole Fjeld","Home Office","United States","New York City","New York",10009,East,OFF-AR-10000716,"Office Supplies",Art,"DIXON Ticonderoga Erasable Checking Pencils",11.16,2,0.00,4.35,4,2024-04-04,2024-04-08,Spring,0.3898
2330,US-2024-110667,"Standard Class",NF-18595,"Nicole Fjeld","Home Office","United States","New York City","New York",10009,East,OFF-BI-10002735,"Office Supplies",Binders,"GBC Prestige Therm-A-Bind Covers",82.34,3,0.20,27.79,4,2024-04-04,2024-04-08,Spring,0.3375
2331,US-2024-112452,"Same Day",NC-18340,"Nat Carroll",Consumer,"United States",Lansing,Michigan,48911,Central,OFF-BI-10003350,"Office Supplies",Binders,"Acco Expandable Hanging Binders",12.76,2,0.00,5.87,0,2024-04-04,2024-04-04,Spring,0.4600
2332,US-2024-110667,"Standard Class",NF-18595,"Nicole Fjeld","Home Office","United States","New York City","New York",10009,East,OFF-BI-10003529,"Office Supplies",Binders,"Avery Round Ring Poly Binders",9.09,4,0.20,3.29,4,2024-04-04,2024-04-08,Spring,0.3619
2333,US-2024-112452,"Same Day",NC-18340,"Nat Carroll",Consumer,"United States",Lansing,Michigan,48911,Central,OFF-FA-10000735,"Office Supplies",Fasteners,Staples,5.84,2,0.00,2.63,0,2024-04-04,2024-04-04,Spring,0.4503
2334,US-2024-112452,"Same Day",NC-18340,"Nat Carroll",Consumer,"United States",Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,"Brother DCP1000 Digital 3 in 1 Multifunction Machine",599.98,2,0.00,209.99,0,2024-04-04,2024-04-04,Spring,0.3500
2335,US-2024-112452,"Same Day",NC-18340,"Nat Carroll",Consumer,"United States",Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,"Shocksock Galaxy S4 Armband",10.95,1,0.00,0.44,0,2024-04-04,2024-04-04,Spring,0.0402
2336,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.50,-211.47,5,2024-04-05,2024-04-10,Spring,-0.6000
2337,US-2024-161452,"Standard Class",CA-11965,"Carol Adams",Corporate,"United States","Los Angeles",California,90036,West,FUR-CH-10003973,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",892.22,3,0.20,89.22,6,2024-04-05,2024-04-11,Spring,0.1000
2338,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.58,1,0.20,2.37,5,2024-04-05,2024-04-10,Spring,0.3127
2339,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,"Tenex Antistatic Computer Chair Mats",547.14,4,0.20,-68.39,5,2024-04-05,2024-04-10,Spring,-0.1250
2340,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,"Office Supplies",Appliances,"Bionaire 99.97% HEPA Air Cleaner",98.11,7,0.20,18.40,5,2024-04-05,2024-04-10,Spring,0.1875
2341,US-2024-102855,"Same Day",JF-15415,"Jennifer Ferguson",Consumer,"United States",Spokane,Washington,99207,West,OFF-AR-10002467,"Office Supplies",Art,"Dixon Ticonderoga Pencils",23.84,8,0.00,6.44,1,2024-04-05,2024-04-06,Spring,0.2701
2342,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-BI-10002072,"Office Supplies",Binders,"Cardinal Slant-D Ring Binders",10.43,4,0.70,-6.95,5,2024-04-05,2024-04-10,Spring,-0.6663
2343,US-2024-136476,"Standard Class",GG-14650,"Greg Guthrie",Corporate,"United States",Bristol,Tennessee,37620,South,OFF-BI-10003650,"Office Supplies",Binders,"GBC DocuBind 300 Electric Binding Machine",157.79,1,0.70,-115.72,5,2024-04-05,2024-04-10,Spring,-0.7334
2344,US-2024-119942,"First Class",TT-21070,"Ted Trevino",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,OFF-LA-10001569,"Office Supplies",Labels,"Avery 499",23.90,6,0.20,7.77,2,2024-04-05,2024-04-07,Spring,0.3251
2345,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,"Office Supplies",Storage,"Fellowes High-Stak Drawer Files",563.81,4,0.20,21.14,5,2024-04-05,2024-04-10,Spring,0.0375
2346,US-2024-102855,"Same Day",JF-15415,"Jennifer Ferguson",Consumer,"United States",Spokane,Washington,99207,West,TEC-AC-10001767,Technology,Accessories,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",239.94,6,0.00,26.39,1,2024-04-05,2024-04-06,Spring,0.1100
2347,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,TEC-PH-10000347,Technology,Phones,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",14.85,5,0.40,-3.22,5,2024-04-05,2024-04-10,Spring,-0.2168
2348,US-2024-167010,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",41.99,2,0.40,-9.80,5,2024-04-05,2024-04-10,Spring,-0.2334
